airline	from	to	codeshare	stops	equipment
4W	FAI	CEM		0	PA2
4W	FAI	CIK		0	PA2
4W	FAI	FYU		0	PA2
4W	FAI	MLY		0	CN1
4W	FAI	RMP		0	CN1
4W	FAI	SVS		0	PA2
4W	FAI	TAL		0	PA2
4W	FAI	WBQ		0	PA2
4W	MLY	MNT		0	CN1
4W	WBQ	SVS		0	PA2
5C	FON	XQP		0	CNA
5C	LIR	TNO		0	CNA
5C	PJM	DRK		0	CNA
5C	PJM	GLF		0	CNA
5C	PJM	SYQ		0	CNA
5C	NOB	TMU		0	CNA
5C	SJO	BOC		0	CNA
5C	SJO	DRK		0	CNA
5C	SJO	GLF		0	CNA
5C	SJO	NOB		0	CNA
5C	SJO	PJM		0	CNA
5C	SJO	TMU		0	CNA
5C	SJO	TNO		0	CNA
5C	SJO	TTQ		0	CNA
5C	SJO	XQP		0	CNA
5C	SYQ	LIR		0	CNA
5C	SYQ	TMU		0	CNA
5F	KIV	CDG		0	319
5F	KIV	PMF		0	320
5F	KIV	VKO		0	320
5F	KIV	VRN		0	320
5H	EDL	GGM		0	DH8
5H	EDL	KIS		0	CR2 DH8
5H	EDL	LOK		0	DH8
5H	MBA	ZNZ		0	CR2
5H	MYD	LAU		0	DH8
5H	MYD	MBA		0	DH8
5H	NBO	EBB		0	CR2
5H	NBO	EDL		0	CR2 DH8
5H	NBO	JUB		0	CR2
5H	NBO	KIS		0	DH8
5H	NBO	LAU		0	DH8
5H	NBO	MBA		0	CR2 DH8
5H	NBO	MYD		0	DH8
5J	CEB	BCD		0	320
5J	CEB	CGY		0	320
5J	CEB	CRK		0	320
5J	CEB	DVO		0	320
5J	CEB	GES		0	320
5J	CEB	HKG		0	320
5J	CEB	ICN		0	320
5J	CEB	ILO		0	320
5J	CEB	KLO		0	320
5J	CEB	MFM		0	320
5J	CEB	MNL		0	320 321 333
5J	CEB	MPH		0	320
5J	CEB	NRT		0	320
5J	CEB	PPS		0	320
5J	CEB	PVG		0	320
5J	CEB	SIN		0	320
5J	CEB	ZAM		0	320
5J	CRK	DVO		0	320
5J	CRK	HKG		0	320
5J	CRK	MFM		0	320
5J	CRK	MPH		0	320
5J	CRK	SIN		0	320
5J	CRK	TAG		0	320
5J	DVO	BCD		0	320
5J	DVO	ILO		0	320
5J	DVO	MNL		0	320 321 333
5J	DVO	SIN		0	320
5J	DVO	ZAM		0	320
5J	ILO	CGY		0	320
5J	ILO	GES		0	320
5J	ILO	HKG		0	320
5J	ILO	PPS		0	320
5J	ILO	SIN		0	320
5J	KLO	ICN		0	320
5J	KLO	PEK		0	320
5J	MNL	BCD		0	320
5J	MNL	BKI		0	320
5J	MNL	BKK		0	320 333
5J	MNL	BWN		0	320
5J	MNL	BXU		0	320
5J	MNL	CAN		0	320 321
5J	MNL	CBO		0	320
5J	MNL	CGK		0	320
5J	MNL	CGY		0	320 321
5J	MNL	CYZ		0	320
5J	MNL	DGT		0	320
5J	MNL	DPL		0	320
5J	MNL	DPS		0	321
5J	MNL	DVO		0	320 321 333
5J	MNL	DXB		0	333
5J	MNL	FUK		0	320
5J	MNL	GES		0	320 321
5J	MNL	GUM		0	320
5J	MNL	HAN		0	320
5J	MNL	HKG		0	321 333
5J	MNL	ICN		0	333
5J	MNL	ILO		0	320 321
5J	MNL	KIX		0	333
5J	MNL	KUL		0	320
5J	MNL	LGP		0	320
5J	MNL	MEL		0	333
5J	MNL	MFM		0	320
5J	MNL	MPH		0	320
5J	MNL	NGO		0	321
5J	MNL	NRT		0	321 333
5J	MNL	OZC		0	320
5J	MNL	PAG		0	320
5J	MNL	PEK		0	320
5J	MNL	PPS		0	320 321
5J	MNL	PVG		0	333
5J	MNL	REP		0	320
5J	MNL	RXS		0	320
5J	MNL	SGN		0	320
5J	MNL	SIN		0	321 333
5J	MNL	SJI		0	320
5J	MNL	SYD		0	333
5J	MNL	SZX		0	320
5J	MNL	TAC		0	320
5J	MNL	TAG		0	320 321
5J	MNL	TPE		0	321
5J	MNL	TUG		0	320
5J	MNL	VRC		0	320
5J	MNL	XMN		0	320
5J	MNL	ZAM		0	320
5J	ZAM	TWT		0	320
5M	ANU	MNI		0	BNI
5N	ARH	NNM		0	735
5N	DME	ARH		0	735
5N	DME	MCX		0	735
5N	DME	MMK		0	735
5N	LED	ARH		0	735
5N	LED	CEK		0	735
5N	LED	KUF		0	735
5N	LED	KRR		0	735
5N	LED	KZN		0	735
5N	LED	MCX		0	735
5N	LED	MMK		0	735
5N	LED	NAL		0	735
5N	LED	NNM		0	735
5N	LED	SCW		0	735
5N	LED	TBS		0	735
5N	LED	VOZ		0	735
5R	CCS	BLA		0	732
5R	CCS	CBL		0	732
5R	CCS	LFR		0	732
5R	CCS	LSP		0	732
5R	CCS	PMV		0	732
5R	CCS	PUJ		0	732
5R	CCS	PZO		0	732
5R	PMV	POS		0	732
5R	PMV	STD		0	732
5T	YCB	YCO		0	DH4 733
5T	YCB	YHK		0	DH4
5T	YCB	YYH		0	DH4
5T	YFB	YGT		0	DH4
5T	YFB	YOW		0	733
5T	YFB	YRT		0	733
5T	YFB	YTE		0	DH4
5T	YFB	YUX		0	DH4
5T	YFB	YXP		0	DH4
5T	YFB	YIO		0	DH4
5T	YGT	YIO		0	DH4
5T	YGT	YUX		0	DH4
5T	YUX	YTE		0	DH4
5T	YXP	YVM		0	DH4
5T	YYH	YBB		0	DH4
5T	YYH	YHK		0	DH4
5T	YVQ	YEV		0	DH4
5T	YZF	YBB		0	DH4
5T	YZF	YCB		0	DH4 732 733
5T	YZF	YEG		0	732 733
5T	YZF	YHK		0	DH4
5T	YZF	YRT		0	733
5T	YZF	YVQ		0	733
5T	YZF	YYH		0	DH4
5U	GUA	BZE		0	EMB SF3
5U	GUA	FRS		0	EMB
5U	GUA	PBR		0	SF3
5U	GUA	SAL		0	SF3
5U	GUA	SAP		0	SF3
6E	AMD	BLR		0	320
6E	AMD	BOM		0	320
6E	AMD	CCU		0	320
6E	AMD	COK		0	320
6E	AMD	DEL		0	320
6E	AMD	DXB		0	320
6E	AMD	GAU		0	320
6E	AMD	GOI		0	320
6E	AMD	HBX		0	320
6E	AMD	HYD		0	320
6E	AMD	IXB		0	320
6E	AMD	JAI		0	320
6E	AMD	JDH		0	320
6E	AMD	KWI		0	320
6E	AMD	LKO		0	320
6E	AMD	MAA		0	320
6E	AMD	PNQ		0	320
6E	AMD	VNS		0	320
6E	ATQ	SHJ		0	320
6E	BLR	ATQ		0	320
6E	BLR	BBI		0	320
6E	BLR	BDQ		0	320
6E	BLR	BHO		0	320
6E	BLR	BKK		0	320
6E	BLR	BOM		0	320
6E	BLR	CCJ		0	320
6E	BLR	CCU		0	320
6E	BLR	CJB		0	320
6E	BLR	CMB		0	320
6E	BLR	CNN		0	AT7
6E	BLR	COK		0	320
6E	BLR	DED		0	320
6E	BLR	DEL		0	320
6E	BLR	DXB		0	320
6E	BLR	GAU		0	320
6E	BLR	GOI		0	320
6E	BLR	GOP		0	320
6E	BLR	HBX		0	320
6E	BLR	HKG		0	320
6E	BLR	HKT		0	320
6E	BLR	HYD		0	320
6E	BLR	IDR		0	320
6E	BLR	IMF		0	320
6E	BLR	IXA		0	320
6E	BLR	IXB		0	320
6E	BLR	IXC		0	320
6E	BLR	IXD		0	320
6E	BLR	IXE		0	320
6E	BLR	IXG		0	320
6E	BLR	IXM		0	320
6E	BLR	IXR		0	320
6E	BLR	IXZ		0	320
6E	BLR	JAI		0	320
6E	BLR	KUL		0	320
6E	BLR	LKO		0	320
6E	BLR	MAA		0	320
6E	BLR	NAG		0	320
6E	BLR	PAT		0	320
6E	BLR	PNQ		0	320
6E	BLR	RJA		0	320
6E	BLR	RPR		0	320
6E	BLR	SIN		0	320
6E	BLR	STV		0	320
6E	BLR	TIR		0	AT7
6E	BLR	TRV		0	320
6E	BLR	TRZ		0	AT7
6E	BLR	UDR		0	320
6E	BLR	VGA		0	320
6E	BLR	VNS		0	320
6E	BLR	VTZ		0	320
6E	BOM	ATQ		0	320
6E	BOM	AUH		0	320
6E	BOM	BBI		0	320
6E	BOM	BDQ		0	320
6E	BOM	BHO		0	320
6E	BOM	BKK		0	320
6E	BOM	CCJ		0	320
6E	BOM	CCU		0	320
6E	BOM	CJB		0	320
6E	BOM	COK		0	320
6E	BOM	DED		0	320
6E	BOM	DEL		0	320
6E	BOM	DOH		0	320
6E	BOM	DXB		0	320
6E	BOM	GAU		0	320
6E	BOM	GOI		0	320
6E	BOM	HYD		0	320
6E	BOM	IDR		0	320
6E	BOM	IXB		0	320
6E	BOM	IXC		0	320
6E	BOM	IXD		0	320
6E	BOM	IXE		0	320
6E	BOM	IXR		0	320
6E	BOM	JAI		0	320
6E	BOM	JDH		0	320
6E	BOM	JED		0	320
6E	BOM	KWI		0	320
6E	BOM	LKO		0	320
6E	BOM	MAA		0	320
6E	BOM	MCT		0	320
6E	BOM	MLE		0	320
6E	BOM	NAG		0	320
6E	BOM	PAT		0	320
6E	BOM	RPR		0	320
6E	BOM	RUH		0	320
6E	BOM	SIN		0	320
6E	BOM	SXR		0	320
6E	BOM	TRV		0	320
6E	BOM	UDR		0	320
6E	BOM	VNS		0	320
6E	CCJ	DOH		0	320
6E	CCJ	DXB		0	320
6E	CCU	BBI		0	320
6E	CCU	BKK		0	320
6E	CCU	CAN		0	320
6E	CCU	COK		0	320
6E	CCU	DAC		0	320
6E	CCU	DEL		0	320
6E	CCU	DIB		0	320
6E	CCU	DMU		0	320
6E	CCU	GAU		0	320
6E	CCU	GAY		0	320
6E	CCU	GOI		0	320
6E	CCU	GOP		0	320
6E	CCU	HAN		0	320
6E	CCU	HYD		0	320
6E	CCU	IDR		0	320
6E	CCU	IMF		0	320
6E	CCU	IXA		0	320
6E	CCU	IXB		0	320
6E	CCU	IXC		0	320
6E	CCU	IXD		0	320
6E	CCU	IXR		0	320
6E	CCU	IXS		0	320
6E	CCU	IXZ		0	320
6E	CCU	JAI		0	320
6E	CCU	JLR		0	320
6E	CCU	JRH		0	320
6E	CCU	LKO		0	320
6E	CCU	MAA		0	320
6E	CCU	NAG		0	320
6E	CCU	PAT		0	320
6E	CCU	PNQ		0	320
6E	CCU	RGN		0	320
6E	CCU	RPR		0	320
6E	CCU	SGN		0	320
6E	CCU	SHL		0	320
6E	CCU	STV		0	320
6E	CCU	VNS		0	320
6E	CCU	VTZ		0	320
6E	CNN	TRV		0	320
6E	COK	CCU		0	320
6E	COK	CNN		0	320
6E	COK	DEL		0	320
6E	COK	DOH		0	320
6E	COK	DXB		0	320
6E	COK	GOI		0	320
6E	COK	HBX		0	320
6E	COK	HYD		0	320
6E	COK	JED		0	320
6E	COK	KWI		0	320
6E	COK	MAA		0	320
6E	COK	MLE		0	320
6E	COK	PNQ		0	320
6E	COK	TRV		0	AT7
6E	COK	TRZ		0	AT7
6E	DEL	ATQ		0	320
6E	DEL	AUH		0	320
6E	DEL	BBI		0	320
6E	DEL	BDQ		0	320
6E	DEL	BHO		0	320
6E	DEL	CJB		0	320
6E	DEL	CTU		0	320
6E	DEL	DAC		0	320
6E	DEL	DED		0	320
6E	DEL	DIB		0	320
6E	DEL	DOH		0	320
6E	DEL	DXB		0	320
6E	DEL	GAU		0	320
6E	DEL	GOI		0	320
6E	DEL	GOP		0	320
6E	DEL	HKT		0	320
6E	DEL	HYD		0	320
6E	DEL	IDR		0	320
6E	DEL	IMF		0	320
6E	DEL	IST		0	320
6E	DEL	IXA		0	320
6E	DEL	IXB		0	320
6E	DEL	IXC		0	320
6E	DEL	IXD		0	320
6E	DEL	IXJ		0	320
6E	DEL	IXR		0	320
6E	DEL	JAI		0	320
6E	DEL	JDH		0	320
6E	DEL	JED		0	320
6E	DEL	KTM		0	320
6E	DEL	KWI		0	320
6E	DEL	KUL		0	320
6E	DEL	LKO		0	320
6E	DEL	MAA		0	320
6E	DEL	NAG		0	320
6E	DEL	PAT		0	320
6E	DEL	PNQ		0	320
6E	DEL	RPR		0	320
6E	DEL	RUH		0	320
6E	DEL	SIN		0	320
6E	DEL	STV		0	320
6E	DEL	SXR		0	320
6E	DEL	TRV		0	320
6E	DEL	UDR		0	320
6E	DEL	VNS		0	320
6E	DEL	VTZ		0	320
6E	GAU	BBI		0	320
6E	GAU	DIB		0	320
6E	GAU	IMF		0	320
6E	GAU	IXA		0	320
6E	GAU	IXB		0	320
6E	GAU	IXS		0	320
6E	GOI	CNN		0	AT7
6E	HBX	CNN		0	AT7
6E	HYD	ATQ		0	320
6E	HYD	BBI		0	320
6E	HYD	BDQ		0	320
6E	HYD	BHO		0	320
6E	HYD	CJB		0	320
6E	HYD	CNN		0	AT7
6E	HYD	DED		0	320
6E	HYD	DOH		0	320
6E	HYD	DXB		0	320
6E	HYD	GAU		0	320
6E	HYD	GOI		0	320
6E	HYD	GOP		0	320
6E	HYD	IDR		0	320
6E	HYD	IXB		0	320
6E	HYD	IXC		0	320
6E	HYD	IXE		0	320
6E	HYD	IXM		0	320
6E	HYD	IXR		0	320
6E	HYD	IXZ		0	320
6E	HYD	JAI		0	320
6E	HYD	JLR		0	320
6E	HYD	KLH		0	AT7
6E	HYD	LKO		0	320
6E	HYD	MAA		0	320
6E	HYD	NAG		0	320
6E	HYD	PAT		0	320
6E	HYD	PNQ		0	320
6E	HYD	RJA		0	320
6E	HYD	RPR		0	320
6E	HYD	SHJ		0	320
6E	HYD	TIR		0	320
6E	HYD	TRV		0	320
6E	HYD	VGA		0	320
6E	HYD	VNS		0	320
6E	HYD	VTZ		0	320
6E	IDR	GOI		0	320
6E	IDR	NAG		0	320
6E	IDR	RPR		0	320
6E	IMF	IXA		0	320
6E	IXC	DXB		0	320
6E	IXC	SXR		0	320
6E	LKO	DED		0	320
6E	LKO	GOI		0	320
6E	LKO	IXJ		0	320
6E	LKO	JAI		0	320
6E	LKO	PAT		0	320
6E	LKO	PNQ		0	320
6E	LKO	SHJ		0	320
6E	JAI	PNQ		0	320
6E	JAI	STV		0	320
6E	JAI	VNS		0	320
6E	MAA	BBI		0	320
6E	MAA	BKK		0	320
6E	MAA	CCJ		0	320
6E	MAA	CJB		0	320
6E	MAA	CMB		0	320
6E	MAA	CNN		0	AT7
6E	MAA	DOH		0	320
6E	MAA	DXB		0	320
6E	MAA	GAU		0	320
6E	MAA	GOI		0	320
6E	MAA	HBX		0	320
6E	MAA	IDR		0	320
6E	MAA	IXE		0	320
6E	MAA	IXM		0	320
6E	MAA	IXZ		0	320
6E	MAA	JAI		0	320
6E	MAA	LKO		0	320
6E	MAA	KUL		0	320
6E	MAA	KWI		0	320
6E	MAA	NAG		0	320
6E	MAA	PNQ		0	320
6E	MAA	RJA		0	320
6E	MAA	RPR		0	320
6E	MAA	SIN		0	320
6E	MAA	STV		0	320
6E	MAA	TCR		0	AT7
6E	MAA	TRV		0	320
6E	MAA	TRZ		0	AT7
6E	MAA	VGA		0	320
6E	MAA	VTZ		0	320
6E	PAT	IXR		0	320
6E	PNQ	GOI		0	320
6E	PNQ	NAG		0	320
6E	SXR	ATQ		0	320
6E	SXR	IXC		0	320
6E	SXR	IXJ		0	320
6E	TRV	DXB		0	320
6E	TRV	SHJ		0	320
6E	VTZ	RJA		0	320
6H	TLV	ETM		0	AT7 320
6H	TLV	LCA		0	AT7 320
6I	CPH	SGD		0	AT7
6J	HND	KMI		0	738
6J	HND	KMJ		0	738
6J	HND	KOJ		0	738
6J	HND	NGS		0	738
6J	HND	OIT		0	738
6J	NGO	KOJ		0	738
6J	OKA	ISG		0	738
6J	OKA	KMI		0	738
6J	OKA	KOJ		0	738
6J	OKA	NGO		0	738
6J	OKA	UKB		0	738
6Q	DAM	BGW		0	320
6Q	DAM	BSR		0	320
6Q	DAM	EBL		0	320
6Q	DAM	EVN		0	320
6Q	DAM	IKA		0	320
6Q	DAM	KWI		0	320
6Q	DAM	MCT		0	320
6Q	DAM	NJF		0	320
6Q	DAM	SHJ		0	320
6R	MJZ	DME		0	738
6R	MJZ	IKT		0	TU3
6R	MJZ	OVB		0	TU3 738
6R	MJZ	PYJ		0	AN4
6R	MJZ	YKS		0	AN4
6R	MJZ	SVX		0	738
6R	OVB	DME		0	738
6R	OVB	KRR		0	738
6R	OVB	PYJ		0	TU5
6S	DMM	AHB		0	320
6S	DMM	ISB		0	320
6S	DMM	MED		0	320
6S	DMM	KHI		0	320
6S	DMM	LHE		0	320
6S	DMM	SKT		0	320
6S	JED	AHB		0	320
6S	JED	DMM		0	320
6S	RUH	AHB		0	320
6S	RUH	DMM		0	320
6S	RUH	DXB		0	320
6S	RUH	JED		0	320
7C	CJJ	KIX		0	738
7C	CJJ	TPE		0	738
7C	CJU	CJJ		0	738
7C	CJU	FUK		0	738
7C	CJU	GMP		0	738
7C	CJU	HKG		0	738
7C	CJU	KWJ		0	738
7C	CJU	MYJ		0	738
7C	CJU	PUS		0	738
7C	CJU	TAE		0	738
7C	GMP	KIX		0	738
7C	ICN	BKI		0	738
7C	ICN	BKK		0	738
7C	ICN	CEB		0	738
7C	ICN	CNX		0	738
7C	ICN	CTS		0	738
7C	ICN	CXR		0	738
7C	ICN	DAD		0	738
7C	ICN	FSZ		0	738
7C	ICN	FUK		0	738
7C	ICN	GUM		0	738
7C	ICN	HAK		0	738
7C	ICN	HAN		0	738
7C	ICN	HKG		0	738
7C	ICN	JMU		0	738
7C	ICN	KHH		0	738
7C	ICN	KIX		0	738
7C	ICN	MFM		0	738
7C	ICN	MNL		0	738
7C	ICN	MYJ		0	738
7C	ICN	NGO		0	738
7C	ICN	NRT		0	738
7C	ICN	OKA		0	738
7C	ICN	SGN		0	738
7C	ICN	SJW		0	738
7C	ICN	SPN		0	738
7C	ICN	SYX		0	738
7C	ICN	TAO		0	738
7C	ICN	TPE		0	738
7C	ICN	VTE		0	738
7C	ICN	VVO		0	738
7C	ICN	WEH		0	738
7C	ICN	YNT		0	738
7C	MWX	BKI		0	738
7C	MWX	BKK		0	738
7C	MWX	CEB		0	738
7C	MWX	DAD		0	738
7C	MWX	FUK		0	738
7C	MWX	KIX		0	738
7C	MWX	MFM		0	738
7C	MWX	NRT		0	738
7C	MWX	TPE		0	738
7C	MWX	VVO		0	738
7C	PUS	BKK		0	738
7C	PUS	CEB		0	738
7C	PUS	CTS		0	738
7C	PUS	DAD		0	738
7C	PUS	FUK		0	738
7C	PUS	GMP		0	738
7C	PUS	GUM		0	738
7C	PUS	KIX		0	738
7C	PUS	NRT		0	738
7C	PUS	SIN		0	738
7C	PUS	SJW		0	738
7C	PUS	SPN		0	738
7C	PUS	TPE		0	738
7C	TAE	DAD		0	738
7C	TAE	MFM		0	738
7C	TAE	NRT		0	738
7C	TAE	PEK		0	738
7C	TAE	TPE		0	738
7F	YWG	YRT		0	734
7F	YYQ	YWG		0	734
7F	YZF	YCB		0	AT4
7F	YZF	YEG		0	AR8
7F	YZF	YRT		0	AR8
7G	HND	FUK		0	320
7G	HND	KIX		0	320
7G	HND	KKJ		0	320
7G	HND	UBJ		0	320
7G	KKJ	OKA		0	320
7G	KKJ	TPE		0	320
7G	NGO	FUK		0	320
7G	NGO	TPE		0	320
7H	ANC	ADQ		0	BE1 DH8
7H	ANC	ANI		0	DH8
7H	ANC	CDV		0	BE1
7H	ANC	ENA		0	BE1 DH8
7H	ANC	FAI		0	BE1 DH8
7H	ANC	HOM		0	BE1 DH8
7H	ANC	KSM		0	DH8
7H	ANC	UNK		0	DH8
7H	ANC	VDZ		0	BE1 DH8
7H	ANI	CHU	*	0	CNA
7H	ANI	HCR	*	0	CNC
7H	ANI	KLG	*	0	CNA CNC
7H	ANI	KSM		0	DH8
7H	ANI	RSH	*	0	CNA
7H	ANI	SHX	*	0	CNC
7H	ANV	HCR	*	0	CNC
7H	ANV	KGX	*	0	CNC
7H	ATK	AIN	*	0	CNC
7H	ATT	BET	*	0	CNA
7H	AUK	EMK	*	0	CNA
7H	AUK	SXP	*	0	CNA
7H	BET	ANC		0	DH8
7H	BET	ANI		0	DH8
7H	BET	CYF	*	0	CNA
7H	BET	EEK	*	0	CNA
7H	BET	HPB	*	0	CNA
7H	BET	KKH	*	0	CNA
7H	BET	KLG	*	0	CNA CNC
7H	BET	KUK	*	0	CNA
7H	BET	KWK	*	0	CNA
7H	BET	KWT	*	0	CNA
7H	BET	MLL	*	0	CNA
7H	BET	NME	*	0	CNA CNC
7H	BET	OOK	*	0	CNA CNC
7H	BET	PQS	*	0	CNA
7H	BET	TLT	*	0	CNA
7H	BET	VAK	*	0	CNA
7H	BET	WTL	*	0	CNA
7H	BKC	OTZ	*	0	CNC
7H	BRW	AIN	*	0	BE1 CNC
7H	BRW	ATK	*	0	CNC
7H	BRW	NUI	*	0	BE1
7H	BRW	PIZ	*	0	BE1 CNC
7H	BTI	SCC	*	0	BE1
7H	CKD	CHU	*	0	CNA
7H	CKD	RDV	*	0	CNA
7H	CKD	SLQ	*	0	CNA
7H	CYF	KPN	*	0	CNA
7H	DRG	BKC	*	0	CNC
7H	DRG	OTZ	*	0	CNC
7H	EEK	KWN	*	0	CNA
7H	ELI	KKA	*	0	PAG
7H	ELI	OME	*	0	PAG
7H	EMK	KOT	*	0	CNA
7H	FAI	BTI	*	0	BE1
7H	FAI	FYU	*	0	PAG
7H	FAI	GAL		0	BE1
7H	FAI	RBY	*	0	CNC
7H	FAI	SCC		0	DH8
7H	GAL	HSL	*	0	CNC
7H	GAL	KAL	*	0	CNC
7H	GAL	NUL	*	0	CNC
7H	GAL	RBY	*	0	CNC
7H	GAM	OME	*	0	BE1
7H	GAM	SVA	*	0	BE1
7H	GLV	OME	*	0	PAG
7H	GLV	WMO	*	0	PAG
7H	HPB	SCM	*	0	CNA
7H	HPB	VAK	*	0	CNA
7H	HSL	KYU	*	0	CNC
7H	IAN	ORV	*	0	CNC
7H	IAN	OTZ	*	0	CNC
7H	KAL	GAL	*	0	CNC
7H	KAL	NUL	*	0	CNC
7H	KGX	SHX	*	0	CNC
7H	KKA	ELI	*	0	PAG
7H	KKA	SKK	*	0	PAG
7H	KKA	UNK	*	0	CNC
7H	KKH	BET	*	0	CNA
7H	KKH	KWK	*	0	CNA
7H	KKI	AKI	*	0	CNA
7H	KKI	KWT	*	0	CNA
7H	KLG	RSH	*	0	CNA
7H	KOT	KSM	*	0	CNA
7H	KOT	WBB	*	0	CNC
7H	KPN	BET	*	0	CNA
7H	KSM	ANC		0	DH8
7H	KSM	MOU	*	0	CNA
7H	KSM	SXP	*	0	CNA
7H	KTS	TLA	*	0	PAG
7H	KTS	WAA	*	0	PAG
7H	KUK	NUP	*	0	CNA
7H	KVL	OTZ	*	0	CNC
7H	KWK	KPN	*	0	CNA
7H	KWN	BET	*	0	CNA
7H	MLL	RSH	*	0	CNA
7H	MOU	PQS	*	0	CNA
7H	MYU	BET	*	0	CNA CNC
7H	NME	OOK	*	0	CNA
7H	NME	TNK	*	0	CNA CNC
7H	NUI	SCC	*	0	BE1
7H	NUP	ATT	*	0	CNA
7H	OBU	ABL	*	0	CNC
7H	OBU	OTZ	*	0	CNC
7H	OME	KTS	*	0	PAG
7H	OME	SHH	*	0	CNT PAG
7H	OME	SKK	*	0	PAG
7H	OME	SVA	*	0	BE1
7H	OME	TLA	*	0	PAG
7H	OME	UNK	*	0	CNC
7H	OME	WAA	*	0	PAG
7H	OME	WBB	*	0	CNC
7H	OME	WMO	*	0	PAG
7H	OOK	MYU	*	0	CNA CNC
7H	OOK	TNK	*	0	CNA
7H	ORV	OTZ	*	0	CNC
7H	OTZ	ABL	*	0	CNC
7H	OTZ	ORV	*	0	CNC
7H	OTZ	PHO	*	0	CNC
7H	OTZ	SHG	*	0	CNC
7H	OTZ	WLK	*	0	CNC
7H	OTZ	WTK	*	0	CNC
7H	PIZ	PHO	*	0	BE1
7H	RDV	SLQ	*	0	CNA
7H	SCM	BET	*	0	CNA
7H	SHG	OBU	*	0	CNC
7H	SKK	UNK	*	0	CNC
7H	SLQ	ANI	*	0	CNA
7H	SLQ	SRV	*	0	CNA
7H	SMK	UNK	*	0	CNC
7H	SMK	WBB	*	0	CNA CNC
7H	SRV	ANI	*	0	CNA
7H	TLT	AKI	*	0	CNA
7H	TNK	WWT	*	0	CNC CNA
7H	UNK	ELI	*	0	CNA
7H	VAK	SCM	*	0	CNA
7H	WBB	UNK	*	0	CNA
7H	WTK	KVL	*	0	CNC
7H	WWT	BET	*	0	CNA CNC
7M	CUN	CTM		0	CNA
7M	CUN	CZM		0	D28 F50
7M	CUN	MID		0	D28
7M	VSA	MID		0	F50
7M	VSA	VER		0	F50
7P	PAC	AXM		0	100
7P	PAC	BOC		0	F50
7P	PAC	CHX		0	F50
7P	PAC	CTD		0	CNC
7P	PAC	DAV		0	100
7P	PAC	JQE		0	CNC
7P	PAC	MDE		0	100
7P	PAC	PUE		0	CNC
7P	PAC	SJO		0	F50
7R	AER	VOZ		0	CR2
7R	EGO	KGD		0	CR2
7R	LED	GOJ		0	CR2
7R	LED	IWA		0	CR2
7R	LED	LPK		0	CR2
7R	LED	TBW		0	CR2
7R	LED	ULV		0	CR2
7R	LED	URS		0	CR2
7R	LED	VOZ		0	CR2
7R	LPK	KGD		0	CR2
7R	MRV	URS		0	CR2
7R	SVX	EYK		0	CR2
7R	SVX	KZN		0	CR2
7R	SVX	LPK		0	CR2
7R	SVX	NOJ		0	CR2
7R	SVX	NUX		0	CR2
7R	SVX	SCW		0	CR2
7R	SVX	TOF		0	CR2
7R	VKO	EGO		0	CR2
7R	VKO	ESL		0	CR2
7R	VKO	KGD		0	CR2
7R	VKO	KVX		0	CR2
7R	VKO	PEZ		0	CR2
7R	VKO	RTW		0	CR2
7R	VKO	TBW		0	CR2
7R	VKO	ULV		0	CR2
7R	VKO	URS		0	CR2
7R	VKO	VKT		0	CR2
7R	VKO	VOZ		0	CR2
7S	ANI	HCR		0	CNA
7S	ANI	KLG		0	CNA
7S	ANV	KGX		0	CNA
7S	KLG	RSH		0	CNA
7W	KBP	DNK		0	ER4
7W	KBP	OTP		0	ER4
7W	KBP	SOF		0	ER4 320
7Y	HEH	LSH		0	AT7
7Y	MDL	HEH		0	AT7
7Y	MDL	MYT		0	AT7
7Y	MDL	NYU		0	AT7
7Y	MDL	RGN		0	AT7
7Y	MDL	THL		0	AT7
7Y	RGN	AKY		0	AT7
7Y	RGN	HEH		0	AT7
7Y	RGN	LSH		0	AT7
7Y	RGN	NYU		0	AT7
7Y	THL	LSH		0	AT7
8B	BPN	BEJ		0	AT7
8B	BPN	PKY		0	AT7
8B	BPN	PLW		0	AT7
8B	KOE	ABU		0	AT5
8B	KOE	ARD		0	AT7
8B	KOE	BJW		0	AT5 AT7
8B	KOE	ENE		0	AT7
8B	KOE	LKA		0	AT5 AT7
8B	KOE	LWE		0	AT5
8B	KOE	MOF		0	AT7
8B	KOE	RTG		0	AT5
8B	KOE	WGP		0	AT7
8B	LBJ	ENE		0	AT7
8B	PKN	SRG		0	AT7
8B	PKN	PKY		0	AT7
8B	UPG	KDI		0	AT7
8B	UPG	KSR		0	AT7
8B	UPG	LBJ		0	AT7
8B	UPG	MOF		0	AT7
8B	UPG	MOH		0	AT7
8B	UPG	PLW		0	AT7
8B	UPG	PUM		0	AT7
8D	ADQ	AKK		0	CNA
8D	ADQ	KOZ		0	CNA
8D	ADQ	OLH		0	CNA
8D	ADQ	ORI		0	CNA
8E	AET	BTT		0	CNC
8E	AET	HUS		0	CNC
8E	ARC	VEE		0	CNC
8E	FAI	AET		0	CNC
8E	FAI	AKP		0	CNC
8E	FAI	ARC		0	CNC
8E	FAI	BTT		0	CNC
8E	FAI	FYU		0	CNC
8E	FAI	GAL		0	CNC
8E	FAI	HUS		0	CNC
8E	FAI	HSL		0	CNC
8E	FAI	RBY		0	CNC
8E	FAI	TAL		0	CNC
8E	FYU	CIK		0	CNC
